Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
101612951684961,Friends of Glen Ridge Democratic Club,Glen Ridge Democratic Club,183,13
113834907126457,OBA Southampton West Constituency 32,These ads ran without a disclaimer,183,1
101169684786375,Tommie Johnson III for Sheriff,Tommie Johnson III for Sheriff,183,50
600233073348954,Nebraska Family Alliance,These ads ran without a disclaimer,183,1
101164885051833,Jarrett-Lee for Trustee,KEVIN MATTHEW JARRETT-LEE,183,2
107313690790700,Hites For Congress,Becky E. Hites for Congress Committee,183,10
751939164900480,Boston Broadside,Boston Broadside,183,9
134637583262809,"Libertarian Party of Mecklenburg County, NC",LIBERTARIAN PARTY OF MECKLENBURG COUNTY,183,5
243617825672827,Center for Military Readiness,CNTR FOR MILITARY READINESS INC,183,1
112566877032386,Michael Chapman for State House HI-45,Friends of Michael Chapman,183,11
159422384079137,UCSB Interdisciplinary Humanities Center,"Interdisciplinary Humanities Center, UC Santa Barbara",183,6
589804548203965,Joe Biden for President 2020 - Unofficial,Bradley John Mancuso,183,2
114905456962689,The B-Locke Show,Brandon Christopher Locke,183,26
102094944507118,Charles Power- Loan Officer #1428742,These ads ran without a disclaimer,183,2
198684830716841,Anne Hughes,Anne Hughes Proactive CT,183,2
591106747967842,"Wing Ho - Board Member, Alhambra Unified School District",HO FOR ALHAMBRA UNIFIED SCHOOL DISTRICT 2020,183,8
465928170106270,SEIU Faculty Forward,SERVICE EMPLOYEES INTERNATIONAL UNION,182,1
65013689907,SCORE Lancaster-Lebanon,Kathlene Sullivan,182,7
123811355985,Northern Kentucky Community Action Commission,NORTHERN KENTUCKY COMMUNITY ACTION COMMISSION INC,182,2
181480518561823,Illinois Alliance for Retired Americans,Illinois Alliance for Retired Americans,182,12
101749341658790,Irina Galieva for Hercules City Council,Irina Galieva,182,6
103433804692809,Law Offices of James S. Hong & Associates,Law Offices of James S. Hong,182,5
388506914678562,Radical Advocates for Cross-Cultural Education,Robert M Goodrich,182,2
110853677192337,Occupy dimss,occupy dimss,182,29
111730003720639,The Committee to Elect Sara Dayani,The Committee to Elect Sara Dayani,182,4
113542007114974,Vote Dr Katie Ruberto,Dr. Katie Ruberto Campaign for Lakeville Schools,182,10
116184976450858,"Monica Trujillo for District Court Judge, Dept. 3",Committee to Elect Monica Trujillo for Judge,182,1
150766405513450,Yt Bell,YT for Mayor,182,3
897321333775224,Tetra Pak USA,These ads ran without a disclaimer,182,1
60254368987,Basic Rights Oregon,BASIC RIGHTS OREGON,182,3
110798352288101,My Latino Vote AZ,MyLatinoVoteAZ,182,14
1701113809935985,Melvin Willis for Richmond,Reelect Melvin Willis to Richmond City Council District 1 2020 FPPC # 1426846,182,2
108246870754881,Amanda Qualls for Indiana State House District 49,Amanda for Indiana,182,2
109007697379921,Chris Nanos for Sheriff,Chris Nanos,182,2
113698137097346,Daiamo Store,These ads ran without a disclaimer,182,5
156878802610,Voter Choice Arizona,Voter Choice Arizona,182,5
135576344570542,Partners for Affordable Housing,Partners for Affordable Housing,182,9
2323759397901099,Family Gifts Co,These ads ran without a disclaimer,182,2
87277126609,Natural Resources Council of Maine,NATURAL RESOURCES COUNCIL OF MAINE INC,182,7
106232137506325,Y'Anad Burrell,Dana Yvette Burrell,182,22
101517731508362,Tiger Cosmos for OUSD School Board 2020,Tiger Cosmos for OUSD School Board 2020,182,3
100704498075499,Cecilia "Ceci" Iglesias for Mayor,Iglesias for Mayor 2020,181,3
100583991495712,Re-Elect Muskingum County Sheriff Matt Lutz 2020,The Committee to Re-Elect Matt Lutz Muskingum County Sheriff,181,1
105286624662427,Monica Garcia for City Council,Monica Garcia for Council 2020,181,2
104097631410790,Just The Facts Michigan,Just The Facts Michigan,181,13
103322177750213,Will Hickman for SBOE Campaign,William Hickman,181,5
1157135927785751,Jackie for 279: Osseo Area Schools Board Member,Friends to re-elect Jackie Mosqueda-Jones,181,5
2211885748952324,Ángel "Tito" Fourquet,Comité Ángel Tito Fourquet,181,1
1402589683115811,The Holdsworth Center,The Holdsworth Center,181,5
117840583386402,Linda4Mayor,Friends of Linda Johnson,181,1
1621725704534073,LaToya Cantrell,The Committee to Re-Elect LaToya Cantrell,181,2
106684234333065,West Valley Clean Water Authority,West Valley Clean Water Program Authority,181,1
102998167912450,Cheryl Sawyers for Wylie ISD Place 5,Cheryl Sawyers for Wylie Independent School District School Board Place 5,181,8
186312424747886,Arkansas Economic Development Commission,Arkansas Economic Development Commission,181,4
110571493952745,Chuck Moss for County Commission,Chuck Moss for County Commission,181,4
1323194971103793,Bristol Republican Town Committee,Bristol Republican Town Committee,181,6
110308170536177,Ann4TownCouncil,Ann Martin,181,3
114971103236596,Storme Frame for WV House of Delegates-66th District,Storme Frame for WV,181,10
222706951564880,Republican Party of Wisconsin - 6th District,Republican Party of Wisconsin 6th District,181,13
106410131071807,Bill Ohm for Nashua Ward 9 State Rep,William Henry Ohm,181,8
102591491213285,Fred DeCaro III - Registrar of Voters,Fred D for ROV,181,2
715405501854832,Danny Newell for District Attorney,Danny Newell Campaign,180,2
301302910021410,Virtual Running Club,"Virtual Running Club, LLC",180,6
1074244422733444,Jake Ingebrigtson - Oakdale City Council Member,Jacob John Ingebrigtson,180,3
101647654696016,Adam Dudziak,Adam P Dudziak,180,3
108672094236051,Free The Wrongfully Convicted,These ads ran without a disclaimer,180,2
132427696855953,Phil for Texas,Phil Stephenson Campaign,180,3
107903924198663,People for Mimi Stewart,People for Mimi Stewart,180,6
240425642652222,South Florida Wildlands Association,South Florida Wildlands Association,180,2
100848154957461,Ken Hopkins for Mayor of Cranston,Friends of Hopkins,180,8
107474664250,Albemarle County Democratic Party,Albemarle County Democratic Party,180,13
104194431420004,Bergin & Winkfield,Bergin & Winkfield for BOE 2020,180,10
102172631571087,Curtis Hawkins for Marshal,Curtis Hawkins for Marshal,180,2
100607841717573,Honey Creek Wind,Apex Clean Energy,180,4
109517437479818,OneVirginia2021 Foundation,OneVirginia2021 Foundation,180,4
222164564466305,Civic Life Project,Civic Life Project,180,7
674885176225079,America's Wall of Honor,"Art of Honor, LLC",180,3
113726120377778,Luis Yordan Frau,Comite Luis Yordan Frau,180,2
1405129509633065,Ebo Entsuah for Clermont,Ebo Reuel Isaac Entsuah,180,5
103332704801930,J. Andrew Murrell for Justice of the Peace,Friends of J. Andrew Murrell,180,2
921300368006674,Indivisible Evansville,"Indivisible Evansville, Inc",180,5
288942607942799,Save San Diego Neighborhoods,"Save San Diego Neighborhoods, Inc.",180,5
389944543080,Capitol Commission,Charles Brian Reich,180,5
2070193213077524,Nashville Charter Collaborative,Nashville Charter Collaborative,180,3
100631888174615,Sarah for SMUSD School Board,"Sarah Ahmad for SMUSD school board, Zone B, 2020",180,11
113645760182058,David Tashman for Keller City Council Place 6,Committee to Elect David Tashman,180,7
107219684455699,Florida Christians for Joe Biden,Florida Christians for Joe Biden,180,5
106382017600422,Billy Prempeh,William S Prempeh,180,2
184040026329,Jon Hardister,Jon Hardister for NC House,180,2
142906855768121,Vote Mark Smith,Mark Smith for State House,180,1
1683805235011654,Big Easy Magazine,Big Easy Magazine LLC,180,4
119604676547289,James A. Driver Jr. for Terrell County Sheriff,James Allen Driver,179,6
223823819121,Kuck Baxter Immigration LLC,Kuck Immigration Partners LLC,179,2
105136202886383,Campaign to Elect SAM Flugence,Damon James Flugence,179,15
1341255642684432,Joe Alexander for Goffstown,Friends of Joe Alexander,179,4
229889750679443,Linette Matheny St. Cloud Seat 2,Linette Matheny Campaign,179,20
459567697819290,Karen Adams for County Commissioner,Karen Adams for County Commissioner,179,4
100422935050526,Free of Ugly,Free Of Ugly,179,6
227600097786729,Sridhar for San Ramon City Council,Sridhar for Sanramon City Council 2020,179,4
102804861312520,Karen Reynolds for City Council Ward 9,Karen Reynolds Vote Treasurer CS McKinney,179,6
514339202089508,Clayton Councilmember Tuija Catalano,Tuija Irmeli Catalano,179,7
110909073679715,Judge Rick Felice,Richard D. Felice for Judge Circuit Court Judge,179,4
102574144915441,Elect Eric Orme For Bay Co Commission District 4,Eric Ray Orme,179,8
350568181631241,"Kurt S Browning, Pasco County Superintendent of Schools",Kurt S Browning for Pasco County Superintendent of Schools,179,1
269656396468839,Constable Carey Jenkins,Carey Jenkins Campaign,179,3
194106523936451,OneLogin,These ads ran without a disclaimer,179,2
143358642391657,Rocketship Public Schools,These ads ran without a disclaimer,179,2
100868698397651,Janessa Garcia For OUHSD Board of Trustees 2020,Garcia For OUHSD Board of Trustees 2020,178,5
72803892299,Solutions for Change,"SOLUTIONS FOR CHANGE, INC.",178,5
165096650542469,Relay Power,"RELAY POWER, LLC",178,1
1389623804511401,Janet Dudding for Texas,Janet Tycelia Dudding,178,8
57673294024,PRAISE 104.1 FM,Urban1,178,5
206132553416495,Erik Goebel for Vadnais Heights City Council,Committee to Elect Erik Goebel,178,4
108987707557938,Joella Valdez for Montebello City Council,Joella Valdez for Montebello City Council 2020 ID #1428145,178,4
112915449419503,Agayindependent,AGayIndependent,178,3
428812624636074,Re-Elect Cipriano Vargas Vista Schoolboard,Vargas for Vista School Board 2020,178,1
104641014554665,Mark Wolfrey - Republican Committee Man - Area 4,Chester County Area 4 Republican Committee,178,9
125944434696411,Briamonte for Holmdel Board of Education,Victoria Anne Flynn Naughton,178,9
104271011034251,Flick Solitaire,These ads ran without a disclaimer,178,6
105622377936014,In the Name of Us,In the Name of Us,178,5
107792620913443,Mike Kusiak For Castro Valley School Board,Kusiak for Castro Valley School Board 2020,178,7
467539103816989,"Michelle Salzman, Republican, For Florida House District 1","Michelle Salzman, Republican, For Florida House District 1",178,4
341319305971614,Colorado Mountain Mamas,Mountain Mamas,178,5
457459611107095,One City Chorus - St. Petersburg,ONE CITY CHORUS INCORPORATED,178,2
189034254632699,Costa Mesa Sanitary District,Costa Mesa Sanitary District,178,2
101706788294620,Bubba Henry Music,Henry J Pelitire,178,9
100857125059245,Vote Bill Batchelor,Bill Batchelor For City Council 2020,178,7
318772742238,Jewish Review of Books,Jewish Review of Books,178,12
1594170604242427,Hans Hochheimer,Hans D Hochheimer,178,24
604895529530222,"City of Victoria, Texas - Government",City of Victoria,178,3
228551275223993,"Neely Balko for Corpus Christi City Council, District 1",Neely Balko Campaign,178,2
575599252964695,Megan Dahle for Assembly,Megan Dahle for Assembly 2020,178,7
290929121027189,El Paso County Democratic Party,El Paso County Democratic Party,178,83
418802678560294,"GL Staffing Services, Inc.",Michael Brook Richards,178,1
106841030944424,Christopher Matthews for Idaho,Christopher S Matthews,178,6
299469027584560,Raul Campillo for San Diego City Council District 7,Raul Campillo for City Council District 7 2020,178,6
285280491872272,Advance Native Political Leadership,Advance Native Political Leadership Action Fund,177,1
145622889396498,John Rocco Calabrese For Democracy,John Rocco Calabrese,177,4
60950774106,Levine Museum of the New South,MUSEUM OF NEW SOUTH INC,177,1
278487153675,Redneck Nation Clothing,Redneck Nation,177,3
113627496703350,Sam Skardon for State Senate,Skardon for South Carolina,177,2
148751772001862,Central Valley Progressive PAC,Central Valley Progressive PAC,177,3
462762257090067,Azcops,Arizona Conference of Police and Sheriffs,177,7
694340911004154,Americans for Intelligence Reform,Americans for Intelligence Reform,177,5
109119244250552,Western NC Patriots for Fair Elections,John Walter Thurow,177,8
1312902825543317,American Nightmare Film,Jesus Nebot International,177,1
1867316896685310,Erik Lutz for City Council,Erik Lutz for PIco Rivera City Council 2020,177,5
199891603386344,Common Ground Committee,Common Ground Committee,177,5
88444849127,The Hunger Project,"GLOBAL HUNGER PROJECT INCORPORATED, THE",177,8
535837696945339,Backusaz1st,BackusAZ1st,177,7
111532370684694,Edward T. Garcia for Sierra Madre City Council,EDWARD T. GARCIA FOR COUNCIL 2020,177,3
106746847726231,Kathleen Harrington,Harrington for City Council Committee,177,5
1153310704686969,Vista Firefighters Local 4107,Vista Fire Fighters Association Political Action Committee,177,2
113340130104376,Joanna Bache Tobin for Board of Education District 6,Silas Brandon Denton,177,3
142295165788248,"Michael Smith, Inc. l Jasper",These ads ran without a disclaimer,177,1
26257841865,National Communication Association,National Communication Association,176,1
109504377522647,Adam Ereth for Mesa Water District 2,Ereth for Mesa Water District 2020,176,9
241124176576764,Ron Helms for Pensacola City Council,"Ron Helms for Pensacola City Council, District 5",176,14
26888212699,Modis,These ads ran without a disclaimer,176,2
112801293916533,Jeanell Wilson for Jacksonville Beach Mayor,Jeanell Wilson for Jacksonville Beach Mayor,176,2
100176621521742,Herlinda Chico for LBCC Trustee,Herlinda Chico for LBCCD Trustee 2020,176,2
1722199728002734,The Hell Raisin' Hippies,The Hell Raisin Hippies,176,2
112725567164084,"Kaelin G. Reed, 11th Circuit Judge",Kaelin Goheen Reed,176,8
103705498125702,Terry Lyon for Assembly,Terry Lyon for Assembly,176,4
1588837714734721,Great School Voices,great school voices,176,4
101433981617244,Annalise Mannix for County Commission District 1,Annalise Mannix for District 1,176,19
1616206801792875,ELECT Shondra Summers-Armstrong- Assembly District 6,Committee to Elect Shondra Summers-Armstrong,176,1
127549321377504,Jorgel Chavez For Bell Gardens City Council,Chavez for Bell Gardens City Council 2020 #1429426,176,8
579619882708663,Nytpoop,NYTpoop.com,176,6
110911867356001,Nichole Gardner for Antioch City Council District 3,Nichole Gardner for Antioch City Council 2020 District 3,176,2
101078304817321,美港天下 Asia Sky Media LLC,Asia Sky Media,175,10
612308568954383,Goldilocks Wraps,These ads ran without a disclaimer,175,1
113592197026234,Sarwark for the People,Sarwark for the People,175,6
2350280821732413,AJC San Francisco,AJC San Francisco,175,3
115711536787639,Texas Residents Uniting for the Environment,Texas Residents Uniting for the Environment,175,3
732956400060490,Doug Basler,FRIENDS OF DOUG BASLER,175,3
470754942994209,Little Steps Cleaner Air,MAPA,175,1
100789575062197,Willy Linares for Rohnert Park City Council 2020,Linares for City Council 2020,175,3
242752092473308,"Mt. Vernon, Illinois",City of Mt. Vernon,175,2
1680529222231787,Robert Patillo,Robert Hillard Patillo,175,1
701853700266780,Carol Hoffman for Campbell City Council,Carol Hoffman for Campbell City Council 2020,175,3
403715869999642,Kathy Ellis for Congress,Ellis for Congress,175,11
366904556654467,Re-Elect Terry Hunt,Citizens for Terry Hunt,175,5
188901357810995,Joe Grant - Alpine Works,Protect Our Winters Action Fund,175,1
113811557135590,The Black Culture Matters Podcast,Shavar Dwayne Golden,175,2
106617527718190,East Brunswick 2020 - Mayor Cohen & Councilmen Spadafino & Stanley,"Campaign to Re-Elect Brad Cohen for Mayor, Michael Spadfino for Council, & Sterley Stanley for Council. P.O. Box 1, East Brunswick, New Jersey 08816",175,11
2361139837508625,AnimalVictory.org,"One Red Lion, Inc DBA Animal Victory",175,1
1963573807286825,The Western Way,The Western Way,175,1
